FSCSKEY,ClusterNumber_Service,ClusterNumber_Staff,ClusterNumber_Finance,ClusterNumber_Collection
MN0050,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_3
MN0051,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_1
MN0052,Small_5,Small_2,Small_1,Small_4
MN0053,Small_9,Small_1,Small_5,Small_2
MN0054,Small_9,Small_2,Small_1,Small_2
MN0055,Large_5,Large_3,Large_3,Large_4
MN0056,Small_6,Small_1,Small_2,Small_2
MN0057,Large_9,Large_3,Large_2,Large_3
MN0058,Small_4,Small_2,Small_1,Small_2
MN0059,Medium_4,Medium_3,Medium_1,Medium_1
MN0060,Large_1,Large_3,Large_3,Large_3
MN0061,Medium_10,Medium_6,Medium_4,Medium_2
MN0062,Medium_6,Medium_6,Medium_4,Medium_1
MN0063,Medium_4,Medium_6,Medium_3,Medium_1
MN0064,Small_1,Small_2,Small_5,Small_2
MN0065,Small_9,Small_2,Small_4,Small_1
MN0066,Small_9,Small_1,Small_1,Small_2
MN0067,Medium_5,Medium_6,Medium_1,Medium_1
MN0069,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MN0070,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
MN0071,Medium_4,Medium_3,Medium_3,Medium_3
MN0072,Medium_6,Medium_1,Medium_4,Medium_1
MN0073,Medium_4,Medium_4,Medium_1,Medium_1
MN0074,Medium_4,Medium_1,Medium_3,Medium_1
MN0075,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MN0076,Medium_1,Medium_3,Medium_3,Medium_1
MN0077,Small_9,Small_2,Small_1,Small_1
MN0078,Large_3,Large_1,Large_1,Large_4
MN0079,Medium_1,Medium_1,Medium_1,Medium_3
MN0080,Medium_5,Medium_4,Medium_1,Medium_1
MN0081,Medium_5,Medium_3,Medium_1,Medium_1
MN0082,Medium_1,Medium_3,Medium_3,Medium_3
MN0083,Small_1,Small_1,Small_1,Small_1
MN0084,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
MN0085,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
MN0086,Large_3,Large_1,Large_1,Large_4
MN0087,Medium_6,Medium_3,Medium_1,Medium_1
MN0088,Medium_1,Medium_3,Medium_3,Medium_2
MN0089,Large_7,Large_5,Large_2,Large_3
MN0090,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_1
MN0091,Medium_4,Medium_3,Medium_1,Medium_1
MN0092,Medium_5,Medium_3,Medium_3,Medium_1
MN0093,Medium_4,Medium_4,Medium_1,Medium_1
MN0094,Large_3,Large_1,Large_3,Large_4
MN0095,Medium_4,Medium_4,Medium_1,Medium_1
MN0096,Small_9,Small_1,Small_1,Small_1
MN0097,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MN0098,Large_1,Large_1,Large_3,Large_3
MN0099,Small_9,Small_1,Small_1,Small_2
MN0100,Small_4,Small_3,Small_2,Small_5
MN0101,Large_1,Large_5,Large_3,Large_3
MN0102,Medium_4,Medium_1,Medium_3,Medium_1
MN0103,Medium_4,Medium_6,Medium_1,Medium_1
MN0105,Large_9,Large_2,Large_2,Large_4
MN0106,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MN0107,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MN0108,Large_9,Large_2,Large_2,Large_3
MN0109,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MN0111,Small_8,Small_1,Small_5,Small_4
MN0112,Small_8,Small_3,Small_4,Small_4
MN0113,Large_7,Large_5,Large_2,Large_3
MN0114,Medium_5,Medium_4,Medium_1,Medium_1
MN0115,Small_4,Small_4,Small_1,Small_2
MN0116,Medium_6,Medium_4,Medium_4,Medium_2
MN0117,Medium_4,Medium_3,Medium_1,Medium_3
MN0118,Medium_3,Medium_1,Medium_1,Medium_1
MN0119,Medium_3,Medium_1,Medium_1,Medium_1
MN0120,Small_9,Small_1,Small_4,Small_4
MN0122,Medium_2,Medium_1,Medium_4,Medium_2
MN0124,Small_9,Small_2,Small_1,Small_2
MN0126,Small_1,Small_5,Small_1,Small_2
MN0129,Small_2,Small_4,Small_2,Small_5
MN0130,Small_9,Small_3,Small_4,Small_1
MN0131,Small_4,Small_1,Small_2,Small_5
MN0132,Medium_6,Medium_1,Medium_1,Medium_1
MN0133,Small_8,Small_3,Small_4,Small_4
MN0137,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MN0138,Small_1,Small_2,Small_5,Small_1
MN0145,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
MN0155,Medium_1,Medium_3,Medium_3,Medium_3
MN0156,Medium_4,Medium_1,Medium_4,Medium_1
MN9010,Medium_1,Medium_3,Medium_3,Medium_1
MN9011,Medium_4,Medium_3,Medium_3,Medium_1
MN9012,Small_9,Small_2,Small_1,Small_2
MN9013,Medium_6,Medium_1,Medium_1,Medium_1
MN9024,Small_9,Small_1,Small_1,Small_1
MN9025,Small_9,Small_2,Small_5,Small_1
MN9026,Small_9,Small_2,Small_5,Small_1
MN9027,Large_7,Large_3,Large_2,Large_4
MN9028,Large_1,Large_4,Large_3,Large_4
MN9030,Large_9,Large_2,Large_3,Large_2
MN9035,Medium_1,Medium_3,Medium_3,Medium_3
MN9036,Medium_1,Medium_3,Medium_3,Medium_1
MO0001,Small_4,Small_1,Small_2,Small_7
MO0002,Medium_1,Medium_3,Medium_3,Medium_4
MO0004,VeryLarge_8,VeryLarge_5,VeryLarge_4,VeryLarge_6
MO0006,Medium_4,Medium_6,Medium_3,Medium_7
MO0007,Medium_5,Medium_6,Medium_1,Medium_4
MO0009,Small_1,Small_2,Small_5,Small_4
MO0010,Small_1,Small_2,Small_1,Small_7
MO0011,Large_9,Large_3,Large_1,Large_7
MO0012,Medium_1,Medium_3,Medium_3,Medium_7
MO0014,VeryLarge_6,VeryLarge_5,VeryLarge_1,VeryLarge_1
MO0015,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0016,Small_1,Small_2,Small_1,Small_3
MO0017,Medium_10,Medium_2,Medium_4,Medium_4
MO0018,Small_8,Small_5,Small_1,Small_7
MO0019,Medium_4,Medium_4,Medium_1,Medium_4
MO0020,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
MO0021,Medium_3,Medium_4,Medium_1,Medium_4
MO0023,Small_4,Small_2,Small_1,Small_3
MO0024,Medium_4,Medium_6,Medium_1,Medium_4
MO0025,Small_3,Small_3,Small_4,Small_7
MO0027,Small_4,Small_6,Small_2,Small_7
MO0028,Small_1,Small_5,Small_1,Small_7
MO0029,Small_4,Small_2,Small_1,Small_7
MO0030,VeryLarge_6,VeryLarge_5,VeryLarge_4,VeryLarge_1
MO0033,Large_3,Large_3,Large_3,Large_1
MO0034,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
MO0035,VeryLarge_7,VeryLarge_4,VeryLarge_4,VeryLarge_1
MO0036,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_6
MO0037,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_7
MO0038,VeryLarge_1,VeryLarge_2,VeryLarge_3,VeryLarge_4
MO0039,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0040,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0041,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MO0043,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0044,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0045,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_4
MO0046,Medium_7,Medium_6,Medium_4,Medium_2
MO0047,Medium_4,Medium_6,Medium_1,Medium_7
MO0048,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0049,Medium_6,Medium_4,Medium_1,Medium_4
MO0050,Medium_6,Medium_4,Medium_1,Medium_4
MO0051,Large_2,Large_2,Large_2,Large_7
MO0052,Large_3,Large_3,Large_1,Large_1
MO0053,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0054,Large_1,Large_4,Large_2,Large_7
MO0055,Large_1,Large_1,Large_1,Large_1
MO0056,Large_5,Large_2,Large_3,Large_1
MO0057,Medium_4,Medium_6,Medium_3,Medium_7
MO0058,Medium_2,Medium_2,Medium_2,Medium_2
MO0059,Large_9,Large_3,Large_1,Large_7
MO0060,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0061,Medium_4,Medium_6,Medium_1,Medium_4
MO0062,Large_1,Large_2,Large_3,Large_1
MO0065,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
MO0066,Medium_4,Medium_4,Medium_1,Medium_4
MO0067,Medium_1,Medium_3,Medium_3,Medium_7
MO0068,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0069,Medium_6,Medium_4,Medium_1,Medium_7
MO0071,Medium_2,Medium_7,Medium_2,Medium_2
MO0072,Medium_8,Medium_6,Medium_1,Medium_4
MO0073,Large_7,Large_5,Large_3,Large_7
MO0074,Small_4,Small_2,Small_2,Small_7
MO0075,Large_2,Large_2,Large_3,Large_1
MO0076,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_7
MO0077,Medium_4,Medium_6,Medium_3,Medium_4
MO0078,Medium_10,Medium_5,Medium_2,Medium_4
MO0079,Medium_2,Medium_7,Medium_2,Medium_5
MO0080,Medium_5,Medium_4,Medium_3,Medium_4
MO0081,Small_1,Small_2,Small_1,Small_8
MO0082,Large_1,Large_3,Large_1,Large_1
MO0083,Medium_1,Medium_6,Medium_3,Medium_7
MO0084,Large_7,Large_4,Large_5,Large_2
MO0085,Medium_4,Medium_1,Medium_4,Medium_4
MO0087,Large_1,Large_1,Large_1,Large_1
MO0088,Large_9,Large_2,Large_3,Large_7
MO0089,Medium_1,Medium_6,Medium_3,Medium_4
MO0090,Large_1,Large_2,Large_3,Large_7
MO0091,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0092,Medium_6,Medium_6,Medium_4,Medium_4
MO0094,Large_7,Large_2,Large_3,Large_7
MO0095,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0096,Small_1,Small_2,Small_2,Small_7
MO0097,Medium_4,Medium_4,Medium_1,Medium_4
MO0098,Small_3,Small_3,Small_4,Small_7
MO0099,Small_1,Small_5,Small_1,Small_7
MO0100,Medium_5,Medium_6,Medium_3,Medium_4
MO0101,Medium_4,Medium_6,Medium_1,Medium_4
MO0102,Small_3,Small_3,Small_4,Small_4
MO0103,Small_4,Small_1,Small_2,Small_7
MO0104,Medium_1,Medium_3,Medium_3,Medium_7
MO0105,Medium_1,Medium_6,Medium_1,Medium_4
MO0106,Large_9,Large_2,Large_1,Large_1
MO0107,Small_3,Small_3,Small_1,Small_7
MO0108,Large_2,Large_2,Large_3,Large_7
MO0109,Medium_3,Medium_6,Medium_1,Medium_4
MO0110,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MO0111,Large_3,Large_1,Large_1,Large_1
MO0112,Small_3,Small_5,Small_1,Small_7
MO0113,Medium_7,Medium_4,Medium_1,Medium_4
MO0114,Large_3,Large_2,Large_1,Large_1
MO0115,Small_2,Small_4,Small_2,Small_3
MO0116,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0117,Medium_5,Medium_4,Medium_1,Medium_4
MO0118,Small_1,Small_2,Small_1,Small_7
MO0119,Small_4,Small_4,Small_2,Small_4
MO0120,Small_1,Small_1,Small_1,Small_7
MO0121,Large_2,Large_4,Large_3,Large_7
MO0122,Large_1,Large_1,Large_1,Large_1
MO0123,Medium_6,Medium_3,Medium_1,Medium_7
MO0124,Small_4,Small_4,Small_2,Small_7
MO0125,Large_7,Large_5,Large_2,Large_7
MO0126,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_4
MO0127,Large_1,Large_2,Large_1,Large_1
MO0128,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0130,Medium_4,Medium_3,Medium_3,Medium_7
MO0132,Large_9,Large_2,Large_3,Large_7
MO0137,Medium_7,Medium_7,Medium_1,Medium_4
MO0138,Large_5,Large_1,Large_1,Large_7
MO0139,Small_1,Small_4,Small_1,Small_7
MO0140,Large_1,Large_2,Large_1,Large_1
MO0141,Medium_4,Medium_4,Medium_3,Medium_7
MO0143,Medium_6,Medium_4,Medium_3,Medium_7
MO0144,Small_4,Small_2,Small_2,Small_3
MO0145,Small_1,Small_4,Small_2,Small_3
MO0147,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
MO0151,Medium_4,Medium_1,Medium_3,Medium_4
MO0160,Small_1,Small_1,Small_1,Small_8
MO0164,Large_9,Large_1,Large_1,Large_1
MO0166,Small_4,Small_4,Small_2,Small_7
MO0168,Small_3,Small_2,Small_1,Small_4
MO0169,Medium_5,Medium_3,Medium_1,Medium_4
MO0172,Medium_8,Medium_6,Medium_3,Medium_7
MO0173,Large_5,Large_2,Large_1,Large_1
MO0174,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0175,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_7
MO0178,Large_5,Large_1,Large_1,Large_1
MO0179,Medium_4,Medium_6,Medium_3,Medium_4
MO0180,Medium_3,Medium_4,Medium_1,Medium_4
MO0181,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0190,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0198,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0199,VeryLarge_3,VeryLarge_2,VeryLarge_3,VeryLarge_4
MO0205,Medium_1,Medium_6,Medium_3,Medium_7
MO0206,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
MO0227,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
MO0228,Small_4,Small_4,Small_2,Small_3
MO0229,Medium_1,Medium_3,Medium_3,Medium_7
MS0001,Medium_7,Medium_6,Medium_3,Medium_3
MS0002,Large_3,Large_1,Large_1,Large_4
MS0003,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
MS0004,Large_5,Large_1,Large_1,Large_4
MS0005,Large_2,Large_3,Large_3,Large_3
MS0006,VeryLarge_6,VeryLarge_4,VeryLarge_2,VeryLarge_7
MS0008,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0009,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
MS0010,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0011,Large_3,Large_3,Large_1,Large_4
MS0012,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0013,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_7
MS0014,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0015,Medium_1,Medium_1,Medium_3,Medium_1
MS0016,VeryLarge_6,VeryLarge_2,VeryLarge_2,VeryLarge_7
MS0017,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
MS0018,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0019,Medium_5,Medium_6,Medium_3,Medium_3
MS0020,VeryLarge_6,VeryLarge_4,VeryLarge_2,VeryLarge_7
MS0021,VeryLarge_6,VeryLarge_4,VeryLarge_2,VeryLarge_3
MS0022,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0023,Large_9,Large_3,Large_1,Large_4
MS0024,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0025,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_2
MS0026,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
MS0027,Large_2,Large_3,Large_3,Large_2
MS0028,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0029,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
MS0030,Medium_4,Medium_1,Medium_3,Medium_3
MS0031,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0032,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0033,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
MS0034,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0035,VeryLarge_1,VeryLarge_2,VeryLarge_3,VeryLarge_3
MS0036,Large_5,Large_3,Large_1,Large_4
MS0038,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0039,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0040,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
MS0041,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0042,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0043,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0044,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0045,Large_2,Large_1,Large_1,Large_4
MS0046,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
MS0047,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0048,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
MS0049,Medium_5,Medium_3,Medium_3,Medium_3
MS0050,Medium_5,Medium_1,Medium_3,Medium_1
MS0051,Large_5,Large_3,Large_1,Large_4
MS0052,Medium_7,Medium_6,Medium_3,Medium_3
MS8001,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
MS8002,Large_1,Large_2,Large_1,Large_4
MT0003,Medium_4,Medium_4,Medium_4,Medium_1
MT0004,Large_1,Large_1,Large_3,Large_1
MT0005,Medium_4,Medium_6,Medium_3,Medium_1
MT0006,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
MT0007,Medium_7,Medium_1,Medium_4,Medium_4
MT0008,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
MT0009,Small_4,Small_5,Small_5,Small_8
MT0010,Small_1,Small_2,Small_5,Small_2
MT0011,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MT0012,Small_1,Small_2,Small_1,Small_2
MT0013,Small_1,Small_3,Small_4,Small_4
MT0014,Medium_4,Medium_1,Medium_3,Medium_1
MT0015,Medium_5,Medium_3,Medium_3,Medium_4
MT0016,Small_1,Small_3,Small_5,Small_8
MT0017,Medium_4,Medium_6,Medium_1,Medium_1
MT0018,Medium_4,Medium_6,Medium_1,Medium_7
MT0019,Large_5,Large_2,Large_3,Large_1
MT0020,Medium_4,Medium_6,Medium_3,Medium_7
MT0021,Medium_4,Medium_4,Medium_3,Medium_1
MT0022,Small_1,Small_4,Small_2,Small_5
MT0023,Medium_4,Medium_4,Medium_1,Medium_7
MT0024,Small_9,Small_1,Small_2,Small_2
MT0025,Small_4,Small_4,Small_1,Small_2
MT0026,Small_4,Small_2,Small_2,Small_5
MT0027,Small_5,Small_2,Small_4,Small_1
MT0028,Small_4,Small_2,Small_1,Small_2
MT0029,Medium_7,Medium_6,Medium_1,Medium_2
MT0030,Medium_7,Medium_6,Medium_1,Medium_4
MT0031,Medium_7,Medium_6,Medium_4,Medium_4
MT0032,Medium_8,Medium_4,Medium_1,Medium_1
MT0033,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MT0034,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
MT0035,Large_3,Large_1,Large_1,Large_4
MT0036,Medium_1,Medium_3,Medium_3,Medium_7
MT0037,Small_8,Small_3,Small_4,Small_2
MT0038,Large_1,Large_3,Large_1,Large_4
MT0039,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
MT0040,Small_7,Small_5,Small_1,Small_7
MT0042,Small_4,Small_1,Small_1,Small_8
MT0043,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_3
MT0044,Medium_4,Medium_4,Medium_4,Medium_1
MT0045,Large_1,Large_1,Large_1,Large_1
MT0046,Large_1,Large_1,Large_3,Large_3
MT0047,Large_1,Large_2,Large_3,Large_1
MT0048,Medium_4,Medium_3,Medium_3,Medium_1
MT0049,Medium_7,Medium_6,Medium_1,Medium_1
MT0050,Large_1,Large_3,Large_1,Large_1
MT0051,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_3
MT0052,Small_4,Small_4,Small_2,Small_5
MT0053,Small_4,Small_4,Small_2,Small_2
MT0054,Medium_1,Medium_6,Medium_3,Medium_7
MT0055,Medium_4,Medium_6,Medium_3,Medium_1
MT0056,Large_1,Large_3,Large_3,Large_1
MT0057,Medium_4,Medium_1,Medium_3,Medium_1
MT0058,Medium_6,Medium_7,Medium_2,Medium_1
MT0059,Medium_6,Medium_6,Medium_3,Medium_1
MT0060,Medium_5,Medium_1,Medium_3,Medium_7
MT0061,Small_1,Small_5,Small_4,Small_4
MT0062,Medium_4,Medium_6,Medium_3,Medium_1
MT0063,Small_1,Small_2,Small_1,Small_2
MT0064,Medium_5,Medium_7,Medium_4,Medium_1
MT0065,Small_7,Small_5,Small_4,Small_4
MT0066,Large_1,Large_1,Large_1,Large_1
MT0067,Medium_7,Medium_6,Medium_3,Medium_4
MT0069,Small_4,Small_2,Small_1,Small_2
MT0070,Medium_4,Medium_6,Medium_3,Medium_1
MT0071,Medium_4,Medium_3,Medium_3,Medium_1
MT0072,Medium_6,Medium_1,Medium_3,Medium_4
MT0073,Small_1,Small_5,Small_1,Small_2
MT0074,Small_6,Small_2,Small_5,Small_2
MT0075,Medium_4,Medium_1,Medium_3,Medium_1
MT0076,Medium_4,Medium_6,Medium_3,Medium_1
MT0077,Small_6,Small_2,Small_1,Small_2
MT0079,Small_6,Small_3,Small_4,Small_2
MT0080,Small_6,Small_1,Small_5,Small_2
MT0082,Large_5,Large_1,Large_1,Large_1
MT0083,Small_1,Small_2,Small_1,Small_2
MT0801,Small_6,Small_3,Small_5,Small_2
MT0802,Medium_6,Medium_3,Medium_1,Medium_1
MT0803,Small_2,Small_4,Small_2,Small_5
MT0804,Medium_3,Medium_6,Medium_1,Medium_1
MT0805,Medium_10,Medium_1,Medium_1,Medium_1
NC0001,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0002,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0003,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0004,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0006,VeryLarge_6,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0007,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0008,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0011,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0012,VeryLarge_1,VeryLarge_3,VeryLarge_2,VeryLarge_2
NC0013,VeryLarge_6,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0014,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0015,VeryLarge_6,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0016,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0017,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0018,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0019,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_1
NC0020,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0021,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0022,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0023,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0024,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0025,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0026,VeryLarge_6,VeryLarge_5,VeryLarge_1,VeryLarge_2
NC0027,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0028,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0029,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0030,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
NC0031,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0032,VeryLarge_6,VeryLarge_4,VeryLarge_2,VeryLarge_5
NC0033,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0034,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0035,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
NC0036,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0037,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0038,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0039,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0040,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_2
NC0041,VeryLarge_1,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0042,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0043,Large_9,Large_4,Large_1,Large_3
NC0044,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0045,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_1
NC0046,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0047,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_2
NC0048,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_2
NC0049,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0050,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0051,Large_2,Large_5,Large_3,Large_3
NC0052,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_2
NC0053,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0054,VeryLarge_1,VeryLarge_2,VeryLarge_3,VeryLarge_2
NC0055,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0056,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0057,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0058,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0059,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0060,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0061,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0062,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0063,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_1
NC0065,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0066,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_2
NC0071,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_2
NC0075,Medium_3,Medium_1,Medium_4,Medium_5
