FSCSKEY,ClusterNumber_Service,ClusterNumber_Staff,ClusterNumber_Finance,ClusterNumber_Collection
UT0004,Medium_1,Medium_3,Medium_3,Medium_3
UT0005,Large_5,Large_1,Large_3,Large_1
UT0006,Large_7,Large_2,Large_2,Large_4
UT0007,Small_3,Small_3,Small_4,Small_1
UT0008,Medium_2,Medium_4,Medium_1,Medium_1
UT0009,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0010,Large_7,Large_2,Large_1,Large_3
UT0011,Small_1,Small_1,Small_1,Small_1
UT0012,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0013,Medium_1,Medium_3,Medium_3,Medium_1
UT0014,Large_3,Large_1,Large_1,Large_4
UT0015,Medium_1,Medium_3,Medium_1,Medium_1
UT0016,Small_6,Small_1,Small_1,Small_5
UT0017,Medium_6,Medium_1,Medium_4,Medium_2
UT0019,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_1
UT0021,Large_5,Large_2,Large_2,Large_2
UT0022,Large_9,Large_4,Large_2,Large_3
UT0023,Medium_7,Medium_3,Medium_3,Medium_1
UT0024,Medium_2,Medium_2,Medium_2,Medium_2
UT0025,Large_4,Large_1,Large_1,Large_4
UT0026,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0027,Medium_4,Medium_3,Medium_3,Medium_1
UT0028,Medium_4,Medium_3,Medium_3,Medium_7
UT0029,Medium_4,Medium_3,Medium_3,Medium_1
UT0030,Medium_1,Medium_3,Medium_3,Medium_7
UT0031,Medium_4,Medium_6,Medium_3,Medium_1
UT0032,Medium_4,Medium_3,Medium_1,Medium_1
UT0033,Medium_1,Medium_4,Medium_1,Medium_1
UT0034,Medium_4,Medium_3,Medium_3,Medium_1
UT0035,Large_1,Large_1,Large_1,Large_4
UT0036,Small_1,Small_4,Small_1,Small_4
UT0037,Small_7,Small_2,Small_2,Small_5
UT0038,Large_3,Large_1,Large_1,Large_4
UT0039,Medium_6,Medium_6,Medium_3,Medium_1
UT0040,Small_1,Small_1,Small_1,Small_4
UT0041,Medium_4,Medium_4,Medium_3,Medium_1
UT0042,Medium_5,Medium_4,Medium_3,Medium_2
UT0043,Medium_8,Medium_3,Medium_3,Medium_7
UT0044,Small_7,Small_3,Small_1,Small_1
UT0045,Medium_5,Medium_1,Medium_1,Medium_1
UT0046,Medium_1,Medium_3,Medium_3,Medium_1
UT0047,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0048,VeryLarge_6,VeryLarge_5,VeryLarge_1,VeryLarge_1
UT0049,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_6
UT0050,Large_9,Large_2,Large_3,Large_4
UT0051,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0052,Medium_2,Medium_5,Medium_2,Medium_5
UT0054,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0055,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0056,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0057,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0058,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0059,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_1
UT0060,Large_1,Large_2,Large_3,Large_4
UT0061,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0062,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_3
UT0063,Large_3,Large_1,Large_1,Large_4
UT0064,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0065,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0066,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
UT0067,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT0068,Medium_4,Medium_7,Medium_3,Medium_1
UT0069,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_1
UT0070,Large_7,Large_2,Large_3,Large_3
UT0071,Large_1,Large_1,Large_3,Large_4
UT0072,Medium_6,Medium_4,Medium_1,Medium_1
UT0074,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT8001,Small_1,Small_1,Small_1,Small_2
UT8002,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
UT8003,Large_3,Large_1,Large_1,Large_4
VA0001,VeryLarge_6,VeryLarge_4,VeryLarge_2,VeryLarge_5
VA0002,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0003,Large_1,Large_2,Large_1,Large_1
VA0004,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
VA0005,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_5
VA0006,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0007,VeryLarge_1,VeryLarge_2,VeryLarge_3,VeryLarge_5
VA0008,VeryLarge_1,VeryLarge_3,VeryLarge_2,VeryLarge_3
VA0009,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_7
VA0010,Large_7,Large_7,Large_5,Large_2
VA0011,Large_1,Large_2,Large_3,Large_3
VA0012,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_5
VA0013,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0014,VeryLarge_6,VeryLarge_5,VeryLarge_1,VeryLarge_1
VA0015,Large_1,Large_1,Large_1,Large_1
VA0016,Large_9,Large_2,Large_1,Large_1
VA0017,VeryLarge_6,VeryLarge_4,VeryLarge_2,VeryLarge_1
VA0018,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
VA0019,Medium_5,Medium_1,Medium_1,Medium_4
VA0020,Large_2,Large_2,Large_3,Large_7
VA0021,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_5
VA0022,Large_3,Large_1,Large_1,Large_1
VA0023,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0024,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_5
VA0025,Large_3,Large_1,Large_1,Large_1
VA0026,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_1
VA0028,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_3
VA0029,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0030,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0031,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0032,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0033,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0034,VeryLarge_2,VeryLarge_2,VeryLarge_2,VeryLarge_7
VA0035,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
VA0036,VeryLarge_7,VeryLarge_5,VeryLarge_1,VeryLarge_1
VA0037,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0038,Small_5,Small_7,Small_4,Small_9
VA0039,Large_1,Large_1,Large_1,Large_7
VA0040,VeryLarge_6,VeryLarge_4,VeryLarge_2,VeryLarge_7
VA0041,Large_1,Large_2,Large_1,Large_1
VA0042,Large_2,Large_5,Large_3,Large_3
VA0043,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
VA0044,VeryLarge_7,VeryLarge_5,VeryLarge_1,VeryLarge_1
VA0045,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0046,Large_3,Large_1,Large_1,Large_1
VA0047,Large_6,Large_7,Large_4,Large_2
VA0048,Medium_3,Medium_2,Medium_4,Medium_9
VA0049,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_5
VA0050,Large_5,Large_1,Large_1,Large_1
VA0051,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
VA0052,Small_1,Small_3,Small_1,Small_4
VA0053,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_7
VA0054,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
VA0055,Large_2,Large_2,Large_1,Large_1
VA0056,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0057,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_7
VA0058,Medium_5,Medium_4,Medium_1,Medium_2
VA0059,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0060,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_5
VA0061,Large_7,Large_5,Large_3,Large_3
VA0062,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
VA0063,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0064,VeryLarge_6,VeryLarge_5,VeryLarge_1,VeryLarge_1
VA0065,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0066,Large_2,Large_4,Large_3,Large_2
VA0067,Medium_4,Medium_1,Medium_1,Medium_1
VA0068,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
VA0069,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
VA0070,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_7
VA0071,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0072,VeryLarge_1,VeryLarge_3,VeryLarge_2,VeryLarge_3
VA0073,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0074,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0075,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0076,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0077,VeryLarge_2,VeryLarge_2,VeryLarge_3,VeryLarge_3
VA0079,Large_7,Large_4,Large_5,Large_8
VA0080,VeryLarge_2,VeryLarge_1,VeryLarge_2,VeryLarge_3
VA0081,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0082,VeryLarge_6,VeryLarge_5,VeryLarge_4,VeryLarge_1
VA0083,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
VA0084,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0085,Large_7,Large_5,Large_3,Large_2
VA0086,VeryLarge_1,VeryLarge_4,VeryLarge_2,VeryLarge_2
VA0087,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VA0088,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_3
VA0090,Large_3,Large_2,Large_1,Large_1
VA0091,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
VA0092,Medium_6,Medium_2,Medium_1,Medium_1
VA0093,Medium_4,Medium_3,Medium_3,Medium_7
VA8001,Large_1,Large_4,Large_1,Large_1
VA8002,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
VT0002,Small_6,Small_2,Small_1,Small_3
VT0004,Medium_4,Medium_3,Medium_3,Medium_2
VT0007,Small_4,Small_2,Small_1,Small_2
VT0009,Small_4,Small_2,Small_1,Small_7
VT0011,Large_2,Large_5,Large_3,Large_4
VT0012,Small_6,Small_1,Small_1,Small_2
VT0013,Medium_1,Medium_3,Medium_3,Medium_3
VT0014,Large_1,Large_2,Large_3,Large_4
VT0015,Medium_4,Medium_1,Medium_3,Medium_1
VT0016,Small_2,Small_4,Small_2,Small_5
VT0018,Medium_4,Medium_3,Medium_3,Medium_3
VT0019,Medium_6,Medium_6,Medium_3,Medium_1
VT0020,Large_2,Large_5,Large_3,Large_3
VT0023,Small_6,Small_3,Small_5,Small_2
VT0024,Medium_4,Medium_3,Medium_3,Medium_3
VT0025,Small_2,Small_4,Small_2,Small_3
VT0029,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
VT0030,Small_6,Small_2,Small_5,Small_1
VT0031,Medium_4,Medium_1,Medium_3,Medium_3
VT0032,Small_4,Small_6,Small_1,Small_5
VT0033,Medium_1,Medium_3,Medium_3,Medium_1
VT0034,Small_6,Small_3,Small_1,Small_2
VT0035,Medium_4,Medium_6,Medium_1,Medium_1
VT0036,Small_4,Small_1,Small_1,Small_1
VT0037,Medium_1,Medium_4,Medium_3,Medium_3
VT0038,Small_4,Small_6,Small_2,Small_5
VT0039,Large_1,Large_2,Large_3,Large_4
VT0043,Small_3,Small_5,Small_1,Small_1
VT0045,Small_4,Small_5,Small_1,Small_3
VT0046,Small_4,Small_6,Small_1,Small_2
VT0048,Medium_1,Medium_3,Medium_3,Medium_3
VT0049,Small_3,Small_2,Small_4,Small_1
VT0050,Small_1,Small_6,Small_4,Small_4
VT0051,Small_6,Small_6,Small_4,Small_1
VT0052,Medium_4,Medium_3,Medium_3,Medium_3
VT0053,Large_1,Large_3,Large_3,Large_4
VT0054,Medium_3,Medium_7,Medium_2,Medium_5
VT0055,Medium_4,Medium_3,Medium_3,Medium_4
VT0056,Small_7,Small_6,Small_1,Small_5
VT0057,Medium_5,Medium_3,Medium_3,Medium_3
VT0058,Small_6,Small_6,Small_5,Small_1
VT0059,Small_4,Small_2,Small_1,Small_2
VT0060,Medium_4,Medium_3,Medium_3,Medium_1
VT0061,Small_4,Small_4,Small_2,Small_5
VT0062,Small_4,Small_2,Small_1,Small_5
VT0063,Small_4,Small_2,Small_1,Small_2
VT0065,Small_6,Small_3,Small_1,Small_1
VT0066,Small_4,Small_4,Small_1,Small_5
VT0067,Small_2,Small_4,Small_2,Small_3
VT0068,Small_4,Small_1,Small_1,Small_5
VT0069,Small_2,Small_4,Small_2,Small_5
VT0070,Medium_4,Medium_6,Medium_3,Medium_3
VT0072,Medium_4,Medium_1,Medium_1,Medium_1
VT0073,Medium_1,Medium_3,Medium_3,Medium_7
VT0074,Medium_5,Medium_6,Medium_1,Medium_1
VT0075,Small_6,Small_2,Small_1,Small_1
VT0076,Medium_1,Medium_3,Medium_3,Medium_3
VT0079,Small_4,Small_4,Small_2,Small_2
VT0080,Medium_1,Medium_3,Medium_3,Medium_7
VT0081,Medium_4,Medium_3,Medium_3,Medium_7
VT0083,Small_6,Small_1,Small_1,Small_4
VT0084,Small_4,Small_2,Small_1,Small_7
VT0085,Small_2,Small_4,Small_2,Small_3
VT0086,Small_3,Small_3,Small_4,Small_1
VT0089,Large_1,Large_1,Large_1,Large_1
VT0090,Medium_6,Medium_6,Medium_4,Medium_1
VT0091,Small_6,Small_2,Small_5,Small_1
VT0092,Medium_2,Medium_5,Medium_2,Medium_5
VT0094,Small_4,Small_4,Small_2,Small_5
VT0095,Large_1,Large_1,Large_1,Large_4
VT0096,Small_4,Small_6,Small_2,Small_5
VT0097,Small_6,Small_4,Small_1,Small_5
VT0098,Large_6,Large_5,Large_3,Large_3
VT0099,Small_4,Small_1,Small_2,Small_2
VT0100,Medium_4,Medium_6,Medium_1,Medium_1
VT0101,Small_4,Small_4,Small_2,Small_2
VT0103,Small_4,Small_2,Small_1,Small_2
VT0104,Small_4,Small_2,Small_1,Small_1
VT0106,Small_4,Small_2,Small_1,Small_2
VT0107,Medium_5,Medium_4,Medium_1,Medium_1
VT0108,Medium_4,Medium_3,Medium_3,Medium_1
VT0109,Small_4,Small_4,Small_1,Small_3
VT0110,Medium_6,Medium_7,Medium_4,Medium_1
VT0111,Small_4,Small_2,Small_1,Small_5
VT0112,Small_5,Small_1,Small_1,Small_2
VT0113,Small_4,Small_6,Small_1,Small_2
VT0115,Medium_4,Medium_3,Medium_3,Medium_3
VT0116,Small_4,Small_2,Small_1,Small_2
VT0118,Small_4,Small_1,Small_1,Small_2
VT0119,Medium_4,Medium_3,Medium_1,Medium_1
VT0121,Small_9,Small_3,Small_5,Small_3
VT0122,Medium_6,Medium_6,Medium_1,Medium_1
VT0123,Medium_5,Medium_6,Medium_1,Medium_1
VT0124,Small_4,Small_4,Small_1,Small_3
VT0125,Small_4,Small_1,Small_2,Small_2
VT0126,Small_4,Small_3,Small_5,Small_2
VT0127,Medium_4,Medium_1,Medium_1,Medium_1
VT0128,Small_4,Small_2,Small_1,Small_2
VT0129,Medium_5,Medium_7,Medium_4,Medium_2
VT0130,Small_4,Small_2,Small_2,Small_5
VT0131,Medium_1,Medium_3,Medium_3,Medium_7
VT0132,Small_2,Small_4,Small_2,Small_3
VT0133,Large_7,Large_5,Large_2,Large_3
VT0137,Large_1,Large_1,Large_1,Large_4
VT0138,Medium_6,Medium_1,Medium_1,Medium_1
VT0139,Small_4,Small_4,Small_1,Small_3
VT0140,Medium_3,Medium_1,Medium_4,Medium_1
VT0141,Small_4,Small_1,Small_1,Small_3
VT0142,Small_8,Small_5,Small_4,Small_4
VT0143,Small_4,Small_6,Small_1,Small_2
VT0144,Small_4,Small_4,Small_2,Small_7
VT0145,Large_1,Large_2,Large_3,Large_4
VT0146,Small_4,Small_6,Small_5,Small_3
VT0147,Medium_6,Medium_2,Medium_2,Medium_2
VT0148,Small_4,Small_4,Small_2,Small_2
VT0149,Small_4,Small_6,Small_2,Small_5
VT0151,Medium_6,Medium_5,Medium_2,Medium_1
VT0152,Small_4,Small_2,Small_1,Small_7
VT0154,Medium_4,Medium_1,Medium_1,Medium_3
VT0155,Medium_1,Medium_1,Medium_3,Medium_3
VT0157,Medium_1,Medium_1,Medium_3,Medium_3
VT0159,Small_4,Small_1,Small_1,Small_1
VT0160,Small_1,Small_4,Small_1,Small_3
VT0161,Small_4,Small_3,Small_1,Small_3
VT0164,Medium_4,Medium_1,Medium_1,Medium_1
VT0165,Small_6,Small_3,Small_4,Small_2
VT0166,Medium_1,Medium_1,Medium_3,Medium_3
VT0168,Small_5,Small_1,Small_1,Small_7
VT0169,Small_4,Small_2,Small_1,Small_5
VT0170,Small_9,Small_6,Small_5,Small_1
VT0171,Small_4,Small_6,Small_1,Small_5
VT0172,Medium_5,Medium_6,Medium_1,Medium_3
VT0173,Small_1,Small_4,Small_2,Small_3
VT0175,Medium_1,Medium_1,Medium_3,Medium_3
VT0176,Small_4,Small_4,Small_2,Small_5
VT0177,Small_2,Small_4,Small_2,Small_5
VT0179,Small_6,Small_2,Small_5,Small_2
VT0181,Medium_1,Medium_3,Medium_3,Medium_7
VT0182,Small_4,Small_2,Small_1,Small_5
VT0183,Small_8,Small_1,Small_1,Small_3
VT0184,Small_2,Small_4,Small_2,Small_3
VT0186,Small_6,Small_5,Small_5,Small_2
VT0187,Medium_1,Medium_3,Medium_3,Medium_3
VT0188,Medium_3,Medium_5,Medium_2,Medium_2
VT0189,Small_3,Small_3,Small_4,Small_1
VT0190,Small_2,Small_4,Small_2,Small_5
VT0191,Medium_4,Medium_6,Medium_3,Medium_3
VT0192,Small_2,Small_4,Small_2,Small_3
VT0193,Medium_4,Medium_6,Medium_1,Medium_3
VT0194,Small_8,Small_6,Small_5,Small_3
VT0195,Small_2,Small_4,Small_2,Small_5
VT0196,Medium_8,Medium_7,Medium_4,Medium_2
VT0197,Medium_4,Medium_3,Medium_3,Medium_1
VT0198,Medium_4,Medium_6,Medium_1,Medium_4
VT0206,Medium_1,Medium_3,Medium_3,Medium_3
VT0208,Small_2,Small_4,Small_2,Small_5
VT0212,Small_2,Small_4,Small_2,Small_5
VT0213,Medium_1,Medium_3,Medium_3,Medium_3
VT0214,Medium_4,Medium_6,Medium_4,Medium_1
VT0218,Small_4,Small_4,Small_2,Small_3
VT0220,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
VT0222,Small_6,Small_2,Small_1,Small_2
WA0002,Medium_2,Medium_5,Medium_2,Medium_4
WA0003,Small_1,Small_1,Small_1,Small_7
WA0004,Small_4,Small_6,Small_1,Small_7
WA0006,Small_3,Small_1,Small_5,Small_7
WA0009,Small_4,Small_6,Small_1,Small_8
WA0011,Small_2,Small_4,Small_2,Small_7
WA0012,Medium_1,Medium_3,Medium_3,Medium_7
WA0014,Small_4,Small_4,Small_2,Small_7
WA0015,Medium_4,Medium_1,Medium_4,Medium_7
WA0016,Small_2,Small_4,Small_2,Small_8
WA0017,Small_4,Small_4,Small_1,Small_8
WA0019,Small_4,Small_4,Small_2,Small_8
WA0020,Medium_4,Medium_1,Medium_1,Medium_7
WA0021,Small_6,Small_6,Small_5,Small_7
WA0022,Small_1,Small_4,Small_2,Small_8
WA0023,Small_4,Small_4,Small_2,Small_8
WA0024,Small_2,Small_4,Small_2,Small_8
WA0026,Small_5,Small_7,Small_3,Small_4
WA0028,Medium_6,Medium_1,Medium_4,Medium_4
WA0029,Medium_3,Medium_5,Medium_2,Medium_2
WA0031,Medium_3,Medium_5,Medium_2,Medium_2
WA0032,Large_7,Large_5,Large_5,Large_2
WA0033,Large_5,Large_2,Large_2,Large_7
WA0034,Large_7,Large_4,Large_5,Large_2
WA0035,Large_2,Large_4,Large_2,Large_7
WA0037,Large_3,Large_1,Large_1,Large_1
WA0038,Large_7,Large_7,Large_5,Large_2
WA0039,Large_1,Large_2,Large_3,Large_7
WA0040,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
WA0041,Large_9,Large_2,Large_3,Large_7
WA0042,Medium_2,Medium_5,Medium_2,Medium_2
WA0043,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
WA0044,VeryLarge_2,VeryLarge_3,VeryLarge_2,VeryLarge_4
WA0045,Large_1,Large_1,Large_1,Large_7
WA0047,Large_9,Large_2,Large_2,Large_7
WA0048,Large_9,Large_4,Large_2,Large_7
WA0050,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_3
WA0051,VeryLarge_1,VeryLarge_1,VeryLarge_2,VeryLarge_3
WA0052,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
WA0053,VeryLarge_1,VeryLarge_2,VeryLarge_2,VeryLarge_7
WA0055,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_3
WA0056,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_4
WA0057,VeryLarge_5,VeryLarge_1,VeryLarge_1,VeryLarge_7
WA0058,VeryLarge_6,VeryLarge_5,VeryLarge_4,VeryLarge_1
WA0059,VeryLarge_8,VeryLarge_6,VeryLarge_5,VeryLarge_6
WA0060,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_7
WA0061,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_7
WA0062,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
WA0063,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_1
WA0064,VeryLarge_8,VeryLarge_6,VeryLarge_4,VeryLarge_6
WA0065,VeryLarge_8,VeryLarge_5,VeryLarge_4,VeryLarge_1
WA0066,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
WA0067,VeryLarge_6,VeryLarge_1,VeryLarge_1,VeryLarge_7
WA0068,VeryLarge_6,VeryLarge_4,VeryLarge_1,VeryLarge_1
WA0069,VeryLarge_7,VeryLarge_5,VeryLarge_4,VeryLarge_1
WA0070,VeryLarge_6,VeryLarge_1,VeryLarge_2,VeryLarge_3
WA0071,Small_2,Small_4,Small_2,Small_8
WA0072,VeryLarge_2,VeryLarge_3,VeryLarge_3,VeryLarge_4
WA0073,Medium_4,Medium_1,Medium_1,Medium_7
WA0074,Medium_10,Medium_1,Medium_4,Medium_4
WA0075,Medium_4,Medium_2,Medium_4,Medium_1
WA0076,Large_3,Large_1,Large_6,Large_1
WI0001,Medium_1,Medium_1,Medium_3,Medium_8
WI0002,Large_10,Large_2,Large_3,Large_5
WI0003,Medium_4,Medium_1,Medium_3,Medium_8
WI0004,Large_1,Large_1,Large_1,Large_6
WI0005,Medium_4,Medium_1,Medium_3,Medium_8
WI0006,Large_1,Large_1,Large_3,Large_6
WI0007,Large_1,Large_1,Large_3,Large_6
WI0008,Small_1,Small_1,Small_1,Small_9
WI0009,Large_9,Large_2,Large_2,Large_6
WI0010,VeryLarge_5,VeryLarge_1,VeryLarge_2,VeryLarge_5
WI0011,Medium_6,Medium_6,Medium_1,Medium_8
WI0012,Small_1,Small_1,Small_1,Small_9
WI0013,Small_9,Small_1,Small_1,Small_9
WI0014,Large_1,Large_2,Large_3,Large_6
WI0015,Medium_4,Medium_4,Medium_3,Medium_8
WI0016,Medium_6,Medium_1,Medium_1,Medium_8
WI0017,Medium_6,Medium_6,Medium_3,Medium_8
WI0018,Large_10,Large_5,Large_2,Large_5
WI0019,Medium_4,Medium_4,Medium_3,Medium_8
WI0020,Medium_6,Medium_7,Medium_4,Medium_8
WI0021,Medium_4,Medium_1,Medium_1,Medium_8
WI0022,VeryLarge_3,VeryLarge_3,VeryLarge_3,VeryLarge_3
WI0023,Medium_10,Medium_4,Medium_4,Medium_8
WI0024,Small_1,Small_1,Small_1,Small_9
WI0025,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_5
WI0026,Small_1,Small_2,Small_1,Small_9
WI0027,Medium_10,Medium_1,Medium_4,Medium_9
WI0028,Small_9,Small_3,Small_1,Small_9
WI0030,Small_10,Small_6,Small_4,Small_9
WI0031,Large_1,Large_2,Large_1,Large_6
WI0033,Small_9,Small_1,Small_4,Small_9
WI0035,Small_9,Small_1,Small_1,Small_9
WI0036,Medium_6,Medium_6,Medium_1,Medium_8
WI0037,Small_9,Small_1,Small_5,Small_9
WI0038,Medium_1,Medium_6,Medium_3,Medium_8
WI0039,Small_9,Small_2,Small_1,Small_9
WI0040,Medium_10,Medium_4,Medium_1,Medium_8
WI0041,Medium_10,Medium_1,Medium_4,Medium_9
WI0042,VeryLarge_4,VeryLarge_2,VeryLarge_2,VeryLarge_5
WI0043,Large_1,Large_5,Large_3,Large_5
WI0044,Small_9,Small_1,Small_5,Small_1
WI0045,Large_7,Large_5,Large_3,Large_5
WI0046,Small_8,Small_6,Small_4,Small_6
WI0047,Small_1,Small_3,Small_4,Small_9
WI0049,Small_9,Small_1,Small_5,Small_9
WI0050,Medium_10,Medium_6,Medium_1,Medium_8
WI0051,Medium_1,Medium_3,Medium_3,Medium_8
WI0052,Medium_6,Medium_6,Medium_1,Medium_8
WI0053,Small_9,Small_5,Small_5,Small_9
WI0054,Medium_6,Medium_6,Medium_1,Medium_4
WI0055,Large_7,Large_7,Large_2,Large_3
WI0056,Small_9,Small_1,Small_1,Small_9
WI0057,Medium_4,Medium_4,Medium_4,Medium_8
WI0058,Large_1,Large_1,Large_1,Large_6
WI0059,VeryLarge_4,VeryLarge_3,VeryLarge_3,VeryLarge_5
WI0060,Medium_1,Medium_1,Medium_3,Medium_8
WI0061,Medium_6,Medium_4,Medium_1,Medium_8
WI0062,Medium_2,Medium_1,Medium_4,Medium_9
WI0063,Small_9,Small_1,Small_1,Small_9
WI0064,Medium_6,Medium_1,Medium_1,Medium_8
WI0065,Medium_6,Medium_6,Medium_1,Medium_8
WI0066,Medium_10,Medium_1,Medium_4,Medium_8
WI0067,Medium_4,Medium_3,Medium_3,Medium_1
WI0068,Medium_4,Medium_4,Medium_1,Medium_8
WI0069,Medium_10,Medium_1,Medium_4,Medium_9
WI0070,Medium_4,Medium_6,Medium_1,Medium_8
WI0071,Large_10,Large_5,Large_3,Large_8
WI0072,Medium_6,Medium_7,Medium_4,Medium_8
WI0074,Small_9,Small_5,Small_4,Small_6
WI0075,Medium_6,Medium_6,Medium_1,Medium_8
WI0076,Small_9,Small_1,Small_1,Small_9
WI0077,Medium_10,Medium_1,Medium_1,Medium_8
WI0078,Large_10,Large_5,Large_3,Large_5
WI0079,Large_7,Large_5,Large_3,Large_5
WI0080,Large_1,Large_2,Large_3,Large_5
